contigName	contigLen	totalAvgDepth	sorted_for_coverage.bam	sorted_for_coverage.bam-var
k141_7585	1690	27.1143	27.1143	243.267
k141_4277	14547	54.528	54.528	5693.79
k141_10479	1113	2.71443	2.71443	5.56597
k141_8862	5980	57.4897	57.4897	1755.27
k141_11562	51259	100.001	100.001	19899.7
k141_3154	202794	52.7457	52.7457	5887.55
k141_2287	345261	4.91085	4.91085	54.8047
k141_5471	5092	62.6499	62.6499	7537.18
k141_10480	6106	55.6976	55.6976	1644.03
k141_12930	10026	28.489	28.489	259.609
k141_14513	20434	99.8941	99.8941	6137.02
k141_1104	8453	63.5673	63.5673	2377.23
k141_2448	85678	54.1961	54.1961	4234.52
k141_12931	1451	5.67333	5.67333	44.502
k141_9583	14241	48.9664	48.9664	9162.8
k141_1105	1276	4.14831	4.14831	11.9042
k141_1368	36251	32.1771	32.1771	907.408
k141_10148	31985	70.5581	70.5581	6151
k141_10481	3428	122.856	122.856	25128.9
k141_1996	15659	36.4377	36.4377	879.031
k141_7933	23389	110.475	110.475	15361.7
k141_9585	1161	2.16617	2.16617	2.91098
k141_10482	1600	4.16276	4.16276	10.2909
k141_5477	2576	73.3232	73.3232	575.354
k141_5891	25787	92.6103	92.6103	9949.89
k141_13607	13356	295.973	295.973	71996.8
k141_9586	1148	4.18737	4.18737	4.25877
k141_2456	1134	6.74898	6.74898	26.7782
k141_10151	2030	3.85213	3.85213	3.99193
k141_10483	1060	11.6088	11.6088	111.4
k141_5892	1232	18.6922	18.6922	187.608
k141_9587	1822	3.17165	3.17165	5.35587
k141_5478	2270	46.8033	46.8033	1602.79
k141_3155	7451	45.853	45.853	3756.27
k141_5184	104898	46.091	46.091	3035.7
k141_1997	4727	43.872	43.872	584.197
k141_9588	1144	6.17606	6.17606	752.337
k141_10486	1401	39.55	39.55	209.217
k141_12933	5382	35.8553	35.8553	153.026
k141_5480	1269	3.35389	3.35389	7.69758
k141_1106	6220	35.7718	35.7718	311.839
k141_7497	22624	218.129	218.129	162469
k141_7588	14245	162.672	162.672	26811.9
k141_5894	3206	4.12533	4.12565	17.6474
k141_12934	1174	6.99805	6.99805	20.6334
k141_3156	2788	5.58681	5.58681	9.02602
k141_9113	38621	88.9565	88.9565	11057.1
k141_5481	2360	44.4629	44.4629	672.03
k141_12936	1124	3.17454	3.17454	8.14209
k141_2685	277260	55.3735	55.3735	4102.4
k141_2289	12121	65.259	65.259	8308.05
k141_3159	1602	152.751	152.751	15773.6
k141_3974	70042	39.6459	39.6459	1849.85
k141_659	44262	64.631	64.631	11303.7
k141_5484	1357	2.50124	2.50207	3.88373
k141_13609	9172	42.453	42.453	772.508
k141_5897	4096	93.2387	93.2387	5098.16
k141_9117	2267	536.539	536.539	113179
k141_3975	1513	2.44387	2.44387	5.18101
k141_13437	45765	67.2	67.2	7841.07
k141_5898	1144	4.39235	4.39235	11.6143
k141_3976	1702	320.319	320.319	57123.9
k141_3796	31053	47.4547	47.4547	3785.88
k141_6392	42639	99.0625	99.0625	8177.19
k141_13156	161720	53.6913	53.6913	4268.13
k141_9309	29441	39.9578	39.9578	1893.22
k141_5900	1853	5.09806	5.09806	48.9914
k141_6393	1213	4.63311	4.63311	6.97261
k141_9310	1188	4.31118	4.31118	9.35243
k141_7502	6850	34.1055	34.1055	872.717
k141_3797	2391	81.361	81.361	3115.88
k141_3562	224839	51.6511	51.6511	6070.98
k141_9118	5005	34.3862	34.3862	250.567
k141_7503	1147	158.025	158.025	109306
k141_5902	1197	5.68577	5.68577	14.8294
k141_9312	1017	143.452	143.452	3639.52
k141_6396	1435	5.74786	5.74786	16.4863
k141_7589	11268	70.7628	70.7628	9585.03
k141_3801	1381	2.29976	2.29976	3.26535
k141_1108	11933	51.5892	51.5892	1728.85
k141_3977	6377	54.9107	54.9107	2456.69
k141_2688	10144	58.3312	58.3312	14033.8
k141_7935	19806	52.7402	52.7402	2577.05
k141_1109	1326	11.4855	11.4855	107.906
k141_3563	3934	215.715	215.715	31060.9
k141_5903	4213	44.1112	44.1112	150.545
k141_3564	1248	31.9909	31.9909	58.9169
k141_1111	1547	173.985	173.985	15328.8
k141_2458	19868	143.576	143.576	53952
k141_5904	1707	10.203	10.203	46.7955
k141_2690	3116	6.54821	6.54821	30.1406
k141_13619	6755	30.8444	30.8444	181.405
k141_3803	5025	277.849	277.849	68932.3
k141_8866	28750	30.6372	30.6372	520.202
k141_12280	40250	59.5876	59.5876	2652.37
k141_1116	1121	85.3594	85.3594	656.541
k141_11563	31920	99.9801	99.9801	9950.14
k141_2459	3245	71.5535	71.5535	10003.9
k141_11143	196488	98.4839	98.4839	23378
k141_9313	9762	152.433	152.433	34072.2
k141_8867	2556	105.314	105.314	10588.3
k141_12284	1409	5.14138	5.14138	40.7828
k141_13438	15098	50.8732	50.8732	2018.94
k141_1119	1592	2.61997	2.61997	3.10322
k141_11565	1915	13.8873	13.8873	88.412
k141_662	16786	102.982	102.982	3336.03
k141_2694	4282	85.8659	85.8659	5500.91
k141_8868	2415	160.584	160.584	4234.32
k141_1120	1463	1370.33	1370.33	9.751e+06
k141_2460	3883	271.375	271.375	48993.3
k141_1370	28101	123.46	123.46	15288.6
k141_11567	1206	170.304	170.304	15438.2
k141_13621	5290	197.747	197.747	36218.3
k141_663	2183	37.8239	37.8239	124.691
k141_11146	3647	83.324	83.324	3271.8
k141_12287	3134	37.4256	37.4256	437.781
k141_8870	1147	735.049	735.049	1.71683e+06
k141_3565	9018	45.1291	45.1291	1035.98
k141_2463	1165	4.14286	4.14286	11.0792
k141_3979	11820	223.52	223.52	37605.5
k141_11568	1682	2.47976	2.47976	9.60843
k141_11147	1330	581.592	581.592	1.12661e+06
k141_6397	14390	46.4412	46.4412	1700.31
k141_7040	104390	61.5166	61.5166	5186.26
k141_7505	14826	47.4836	47.4836	2862.93
k141_12289	1353	8.95761	8.95761	73.3568
k141_1125	1426	281.272	281.272	29805.7
k141_10909	106919	56.7726	56.7726	7204
k141_2467	1170	62.3059	62.3059	1208.89
k141_14515	33702	101.643	101.643	8656.44
k141_11391	66862	50.1272	50.1272	2409.29
k141_8873	1774	13.4581	13.4581	152.167
k141_11148	2061	4.34851	4.34851	6.47746
k141_7041	1554	30.5798	30.5798	1356.2
k141_7506	2323	348.453	348.453	71327.6
k141_12293	1075	5.1027	5.1027	17.6788
k141_9119	19039	67.3923	67.3923	12072.9
k141_14517	1917	103.52	103.52	2752.15
k141_3571	2463	110.489	110.489	22146.6
k141_3804	12143	83.5218	83.5218	4671.25
k141_11393	1480	1.06767	1.06767	1.41001
k141_1372	6580	52.7471	52.7471	2041.81
k141_3572	1064	10.9147	10.9147	61.0486
k141_12297	1085	2.13048	2.13048	1.78595
k141_9314	10819	41.9704	41.9704	2423.26
k141_7042	3422	139.037	139.037	7428.63
k141_9121	1843	4.54164	4.54223	14.233
k141_2696	8518	139.156	139.156	283022
k141_3573	1208	71.3828	71.3828	2854.64
k141_664	7529	24.7726	24.7726	1458.43
k141_8875	4230	194.403	194.403	42030.3
k141_1373	2049	142.303	142.303	21448.6
k141_5906	16550	64.9282	64.9282	3952.8
k141_6094	49445	135.754	135.754	20432.1
k141_6612	143767	61.1173	61.1173	4135
k141_13622	10467	146.652	146.652	33075.3
k141_6095	1063	12.3844	12.3844	148.349
k141_9315	3634	65.6831	65.6831	1186.28
k141_3985	7795	28.684	28.684	607.539
k141_6615	1066	29.9312	29.9312	351.227
k141_7301	68856	65.266	65.266	4362.19
k141_10727	56533	207.667	207.667	120384
k141_1127	8750	53.2145	53.2145	1245.09
k141_6098	1517	2.87125	2.87125	4.90142
k141_1128	1197	7.52531	7.52531	25.0048
k141_9128	3317	83.7272	83.7272	2260.83
k141_9129	1047	112.039	112.039	642.296
k141_10728	2446	2.25392	2.25392	2.36468
k141_1129	1297	2.55275	2.55275	4.06769
k141_6620	1246	4.13412	4.13412	7.85872
k141_9321	2382	3.13441	3.13441	8.25986
k141_9130	1017	1.75317	1.75317	1.48865
k141_14518	9785	231.677	231.677	63578
k141_4487	90545	60.1457	60.1457	4068.39
k141_11394	9883	117.667	117.667	12371.3
k141_6621	1377	4.0489	4.0489	15.704
k141_3992	1334	11.1242	11.1242	29.4258
k141_5909	6132	337.979	337.979	107070
k141_13158	32456	62.9746	62.9746	8421.32
k141_10910	13892	46.6328	46.6328	1957.93
k141_9323	1858	35.0158	35.0158	149.842
k141_13159	1283	11.3804	11.3804	113.105
k141_7507	12991	203.892	203.892	38206.9
k141_12027	66841	87.7574	87.7574	22041.8
k141_10911	1990	4.62283	4.62283	9.30192
k141_13160	1190	8.14327	8.14327	18.529
k141_2472	14266	43.1529	43.1529	1258.74
k141_5185	43269	74.5272	74.5272	12309.2
k141_9324	2126	5.46761	5.46761	20.7716
k141_6624	2879	3135.29	3135.29	1.10799e+07
k141_13161	1103	2.66422	2.66422	4.0594
k141_7509	1748	40.2359	40.2359	216.902
k141_11395	4323	58.4503	58.4503	7158.67
k141_10488	46292	121.554	121.554	34813.3
k141_14519	5446	62.7411	62.7411	2758.51
k141_7308	6623	39.3519	39.3519	824.511
k141_4490	4237	70.2298	70.2298	3262.86
k141_3993	4786	47.1805	47.1805	3568.88
k141_14520	1262	39.7779	39.7779	268.76
k141_7512	1027	100.658	100.658	1784.99
k141_10491	1168	2.1002	2.1002	5.06173
k141_7309	1906	47.5006	47.5006	1060.78
k141_12301	15289	66.3001	66.3001	10336.3
k141_4491	3070	90.7038	90.7038	3484.91
k141_10729	10155	179.439	179.439	28382.8
k141_3806	19167	54.966	54.966	2442.33
k141_4492	1492	2.59389	2.59463	3.23004
k141_12302	2214	4.40165	4.40165	28.637
k141_11399	4363	52.6031	52.6031	1079.53
k141_7044	20109	114.393	114.393	12714.9
k141_13167	5929	25.8067	25.8067	224.604
k141_14522	4956	99.5414	99.5414	12252.8
k141_3577	18506	47.8501	47.8501	1791.74
k141_7046	1161	4.30861	4.30861	20.1405
k141_667	20156	143.784	143.784	30958.9
k141_3578	1133	1.63886	1.63886	2.15765
k141_10493	6947	89.2645	89.2645	4351.99
k141_11402	1495	9.63941	9.63941	91.9257
k141_668	1025	2.20114	2.20114	4.61164
k141_7048	1419	2.01655	2.01655	3.74814
k141_3162	48719	81.1736	81.1736	10153.9
k141_12717	151132	45.4391	45.4391	5679.11
k141_11404	1453	3.87951	3.87951	12.6422
k141_9328	10429	34.9686	34.9686	583.298
k141_6099	18990	158.932	158.932	39751.3
k141_3580	3155	33.4699	33.4699	512.752
k141_13439	34580	94.5539	94.5539	7958.73
k141_3581	1127	4.37769	4.37769	2.96475
k141_8645	73435	90.4617	90.4617	10039.2
k141_13440	1128	421.732	421.732	64680.4
k141_3582	1284	48.7196	48.7196	2569.92
k141_9334	1149	3.16116	3.16116	6.51207
k141_8646	1433	1.90101	1.90101	3.61029
k141_9335	1117	16.8614	16.8614	661.803
k141_12028	17148	58.9078	58.9078	5194.19
k141_12303	11195	42.0836	42.0837	628.525
k141_1998	64334	74.8031	74.8031	6448.3
k141_13442	3317	27.707	27.707	127.484
k141_6104	4770	65.9636	65.9636	4246.85
k141_10152	67209	109.74	109.74	84902.7
k141_3163	7973	129.312	129.312	172452
k141_3583	4151	39.0915	39.0915	389.755
k141_13443	1192	71.6814	71.6814	694.696
k141_11569	39182	56.4363	56.4363	3939.83
k141_670	10144	31.44	31.44	149.726
k141_10153	1200	2.1219	2.1219	2.7058
k141_6105	1639	5.17529	5.17529	15.38
k141_12718	9453	120.689	120.689	19117.2
k141_11571	1235	2.85991	2.85991	4.85857
k141_5662	166375	68.388	68.388	14145.1
k141_672	1380	31.1	31.1	280.31
k141_9976	174426	80.1091	80.1091	10563.3
k141_7594	50870	54.847	54.847	3159.53
k141_12721	1288	8.44112	8.44112	200.569
k141_3587	2490	77.2868	77.2868	33349.8
k141_12306	6419	162.325	162.325	37333
k141_14524	15037	41.8808	41.8808	1052.06
k141_5664	1878	2.83565	2.83565	5.56071
k141_674	1989	280.66	280.66	53928.5
k141_3588	1491	40.6376	40.6376	216.973
k141_9981	1215	11.216	11.216	140.653
k141_676	1445	3.97452	3.97452	7.3772
k141_14525	2635	8920.9	8920.9	2.61911e+08
k141_1999	9228	57.5947	57.5947	1082.61
k141_2697	40883	47.0511	47.0511	1539.8
k141_677	1479	3.84349	3.84349	23.4604
k141_9983	2294	95.0065	95.0065	9613.36
k141_2000	1178	71.8862	71.8862	2290.33
k141_5665	5251	2081.14	2081.14	1.52345e+07
k141_7051	18115	128.261	128.261	37695.2
k141_2939	99587	53.5899	53.5899	3999.08
k141_2701	1547	11.8876	11.8876	41.5368
k141_5666	1998	157.413	157.413	2525.54
k141_7595	7797	218.228	218.228	27625.2
k141_7054	1045	2.42123	2.42123	3.78098
k141_11572	10796	41.6082	41.6082	578.083
k141_13445	11776	55.341	55.341	3436.4
k141_5667	1527	2.83515	2.83515	5.80635
k141_10917	32803	92.6262	92.6262	9514.53
k141_2705	1395	103.565	103.565	7685.17
k141_11405	21302	98.8834	98.8834	12663.2
k141_6107	12993	167.632	167.632	34628.2
k141_11575	3037	153.719	153.719	16202.4
k141_2708	2175	48.6306	48.6306	816.988
k141_10919	5326	43.8112	43.8112	1729.53
k141_6110	2937	153.736	153.736	2600.41
k141_3995	35513	123.943	123.943	12221.4
k141_5910	43437	45.0772	45.0772	3891.32
k141_11576	4296	2366.53	2366.53	2.07264e+07
k141_3164	19310	87.8599	87.8599	13437.7
k141_14103	183571	79.3147	79.3147	11782.9
k141_10154	20451	125.767	125.767	17791.9
k141_3997	1351	2.29892	2.29975	3.1984
k141_3166	1012	146.152	146.152	2103.59
k141_11577	1388	10.7843	10.7843	182.998
k141_2001	13104	50.9809	50.9809	2303.16
k141_11406	6376	37.9753	37.9753	684.451
k141_12722	19083	213.114	213.114	142165
k141_2473	44011	41.907	41.907	1003.75
k141_3998	1576	28.9783	28.9783	44.7342
k141_3167	2033	59.2246	59.2246	377.319
k141_12723	2197	30.8417	30.8417	169.411
k141_8647	28959	106.088	106.088	18101.4
k141_11580	2910	71.2964	71.2964	8859.21
k141_3999	2727	94.8347	94.8347	1064.47
k141_9336	28752	186.277	186.277	36275.7
k141_3168	2461	704.108	704.108	1.43453e+06
k141_5668	13298	33.7248	33.7249	464.595
k141_10155	5773	173.348	173.348	11758.5
k141_13446	13958	76.0056	76.0056	4281.39
k141_11581	2124	5.02026	5.02026	9.69851
k141_4002	1152	3.1008	3.1008	6.51829
k141_9984	19538	56.5251	56.5251	3735.63
k141_7513	43832	84.583	84.583	17449.9
k141_5670	1912	16.815	16.8155	369.79
k141_12308	25351	93.7284	93.7284	4106.59
k141_4005	1281	1.44474	1.44474	0.919731
k141_14527	21579	54.2559	54.2559	2514.35
k141_7056	17485	47.5686	47.5686	1552.75
k141_2007	7411	225.734	225.734	81817.6
k141_14268	147580	76.9839	76.9839	9224.46
k141_7596	18785	54.3864	54.3864	1692.33
k141_12029	36168	51.0181	51.0181	2351.42
k141_2941	20878	43.8039	43.8039	890.552
k141_4008	1465	194.449	194.449	183753
k141_8649	7176	309.606	309.606	232990
k141_4493	44242	42.4032	42.4032	2264.73
k141_2474	10776	55.5324	55.5324	1950.46
k141_7600	1013	3.57126	3.57126	5.13846
k141_678	25836	56.0669	56.0669	12625.4
k141_10157	6274	47.8721	47.8721	1134.68
k141_3807	49689	52.6046	52.6046	2204.45
k141_14272	3200	78.3397	78.34	3509.57
k141_4496	1169	2.23847	2.23847	4.70437
k141_7057	5082	31.7129	31.7129	133.43
k141_2477	1742	164.68	164.68	41266.6
k141_12430	149532	63.8107	63.8107	5151.76
k141_4497	1204	3.27419	3.27419	3.15077
k141_2478	1413	74.4323	74.4323	607.353
k141_2008	6589	28.5002	28.5002	166.849
k141_10163	1527	4.19463	4.19463	5.35744
k141_4499	1542	7.24497	7.24497	45.6586
k141_5186	56872	37.2588	37.2588	1051.62
k141_3429	123838	67.1418	67.1418	4922.55
k141_7059	6729	75.5929	75.5929	23628.5
k141_9338	16692	250.933	250.933	73479
k141_12310	13267	63.5765	63.5765	7479.79
k141_12311	1138	5.37551	5.37551	50.4008
k141_2012	5125	113.397	113.397	29208.5
k141_2480	7350	37.4961	37.4961	519.109
k141_5187	5570	42.997	42.997	653.098
k141_2481	1093	2.40191	2.40191	3.98161
k141_9342	1863	2492.11	2492.11	715257
k141_2714	27757	98.2012	98.2012	21139.3
k141_12030	12022	177.756	177.756	38275.4
k141_6111	27594	66.5185	66.5185	3744.59
k141_13452	16734	33.0333	33.0333	425.174
k141_6738	543232	61.6722	61.6722	7405.44
k141_10164	9147	447.818	447.818	204568
k141_2482	2373	8.92758	8.92758	92.7689
k141_13453	1002	3.64906	3.64906	8.2774
k141_12032	1561	4.10347	4.10347	4.36519
k141_3170	21257	85.6406	85.6406	11944.1
k141_6112	2092	2.21267	2.21267	2.54157
k141_9343	4288	366.01	366.01	86348.9
k141_3171	1422	3.33726	3.33726	5.21346
k141_11582	23144	42.4806	42.4806	619.063
k141_3430	10124	210.39	210.39	43762.3
k141_6114	1277	3.3984	3.3984	2.38021
k141_11583	1149	7.27227	7.27227	27.8857
k141_13882	183097	55.2093	55.2093	9392.91
k141_9345	1581	68.2068	68.2068	980.089
k141_12034	3219	24.131	24.131	241.613
k141_6740	4221	39.5102	39.5102	787.889
k141_12035	1284	4.49383	4.49383	9.73297
k141_6115	3508	46.5682	46.5682	1264.41
k141_11589	1289	4.30553	4.30553	35.2141
k141_6743	1452	2.73195	2.73195	4.49763
k141_8650	23710	63.221	63.221	10868.1
k141_4994	344173	74.4639	74.4639	8736.44
k141_11590	2041	56.6928	56.6928	619.178
k141_12041	2121	43.4018	43.4018	564.633
k141_11591	1391	3.99597	3.99597	6.04275
k141_13625	88009	46.3755	46.3755	7613.52
k141_3172	8648	256.909	256.909	32385.5
k141_9346	7760	38.5141	38.5141	1549.63
k141_13626	1166	3.35531	3.35531	12.0421
k141_4997	2520	219.028	219.028	110144
k141_11595	1006	7.33411	7.33411	20.9922
k141_12045	2141	11.8759	11.8759	182.373
k141_5188	16288	63.8926	63.8926	3615.4
k141_1130	82789	75.3836	75.3836	6556.82
k141_11597	2155	35.1536	35.1536	145.684
k141_8654	5795	59.6781	59.6781	1603.85
k141_2017	19185	149.487	149.487	25221.5
k141_12432	30190	62.1311	62.1311	3278.57
k141_11599	1951	33.864	33.864	98.2009
k141_12433	1082	4.64914	4.64914	5.50622
k141_6744	10828	61.1456	61.1456	4375.82
k141_12434	1074	5.42749	5.42749	14.8648
k141_680	33304	30.9965	30.9965	554.972
k141_12312	24316	84.1271	84.1272	24125.9
k141_13627	7852	66.4616	66.4616	7527.01
k141_12313	1084	3.58458	3.58458	4.87977
k141_11600	3254	8.04349	8.04349	149.835
k141_4279	155137	59.1259	59.1259	5215.35
k141_2486	21164	109.648	109.648	11474.2
k141_11601	1931	3.08871	3.08871	3.05502
k141_2487	1189	146.446	146.446	20496.6
k141_4281	1314	975.381	975.381	1.19038e+06
k141_6745	6005	173.088	173.088	14258.1
k141_11605	1162	5.57905	5.57905	25.2846
k141_4283	1682	1.66449	1.66449	1.94615
k141_4009	39129	99.999	99.999	25177.3
k141_14273	40680	96.425	96.425	8801.67
k141_2488	3746	185.976	185.976	44348.7
k141_9347	15676	50.0775	50.0775	2844.5
k141_3431	24036	63.8223	63.8223	3493.23
k141_3590	67150	6.4814	6.4814	140.805
k141_2715	31537	82.2566	82.2566	3701.7
k141_10494	89345	41.1371	41.1371	2195.99
k141_3433	1116	8.66667	8.66667	23.868
k141_4284	6788	115.677	115.677	27378.3
k141_5002	19153	102.925	102.925	22244.5
k141_5913	60149	113.59	113.59	36608.8
k141_3591	4711	31.5828	31.5828	249.73
k141_2020	16471	124.653	124.653	28009.3
k141_8879	106669	205.624	205.624	46533.4
k141_12050	20201	138.466	138.466	31309.5
k141_14110	54573	53.5829	53.5829	7656.38
k141_5004	1802	1.53995	1.53995	2.06927
k141_13454	33283	47.3685	47.3685	1085.64
k141_2021	1832	4.89417	4.89417	16.2065
k141_5915	1711	8.05317	8.05317	51.7221
k141_9349	8334	44.0422	44.0422	1200.88
k141_2717	6691	211.645	211.645	134271
k141_3808	50221	126.298	126.298	25042.9
k141_2023	1097	9.9377	9.9377	41.9717
k141_13455	1691	1.90266	1.90266	2.88273
k141_3809	1084	2.21627	2.21627	1.63378
k141_9352	1074	16.3528	16.3528	79.2881
k141_12724	62710	55.638	55.638	3087.68
k141_2024	2079	10.6143	10.6143	36.1177
k141_2719	1862	3.934	3.934	24.0711
k141_11408	60729	64.6466	64.6466	10372.3
k141_8880	5344	29.1265	29.1265	120.378
k141_2944	53665	57.2462	57.2462	2109.84
k141_14114	3947	40.5049	40.5049	408.24
k141_8656	23199	106.023	106.023	57333.3
k141_12725	1980	122.665	122.665	3783.54
k141_7514	57232	46.2955	46.2955	3256.02
k141_9356	1448	2.52619	2.52619	6.36669
k141_3811	2777	6805.39	6805.39	1.33255e+07
k141_2723	1231	1.53006	1.53099	1.10667
k141_14116	1273	3.21015	3.21015	5.76504
k141_13460	2493	5.00469	5.00469	10.7715
k141_3812	1167	3.3058	3.3058	2.53927
k141_9359	1093	7.46872	7.46872	43.4507
k141_11410	3595	51.1962	51.1962	1635.64
k141_14117	2740	75.3625	75.3625	3617.62
k141_3815	1458	2.74083	2.74083	4.02534
k141_14118	1087	2.60406	2.60406	3.64327
k141_3817	1736	4.32409	4.32409	5.03813
k141_9360	4060	47.2517	47.2517	4151.9
k141_1131	30204	233.943	233.943	139858
k141_13461	5323	59.468	59.468	1310.53
k141_1132	1333	2.99155	2.99155	4.68354
k141_3819	1364	1141.62	1141.62	3.77588e+06
k141_4285	17889	48.4478	48.4478	1802.12
k141_5916	14467	72.6198	72.6198	9494.41
k141_5917	1304	6.27556	6.27556	15.6673
k141_14121	5445	43.159	43.159	4725.75
k141_1135	3031	47.7161	47.7161	1876.81
k141_2489	26239	95.2935	95.2935	7884.83
k141_5006	18472	71.4137	71.4137	5921.95
k141_1136	1369	3.24938	3.24938	7.36464
k141_3820	5247	115.265	115.265	13993.1
k141_5921	1043	3.16461	3.16461	2.64889
k141_11606	29655	61.9098	61.9098	2721.15
k141_3594	19027	324.746	324.746	95490.5
k141_13628	35539	59.7898	59.7898	4951.27
k141_11607	1004	10.0738	10.0738	136.893
k141_1138	1591	4.80014	4.80014	8.38778
k141_3595	1398	25.0345	25.0345	26.1777
k141_4286	7902	37.2435	37.2435	355.617
k141_5923	2124	154.778	154.778	10179.8
k141_2496	1426	178.742	178.742	207373
k141_14528	71405	111.777	111.777	12590.4
k141_1140	2009	6.13556	6.13556	65.9999
k141_2497	1280	9.26372	9.26372	52.7438
k141_8658	18314	86.9834	86.9834	8423.34
k141_7516	16786	70.615	70.615	9927.78
k141_8659	1003	1.07855	1.07855	1.41988
k141_12052	25938	204.819	204.819	78065.3
k141_7517	1477	9.95931	9.95931	153.791
k141_3823	5781	29.2584	29.2584	412.539
k141_12053	1279	7.93977	7.93977	26.3156
k141_5011	5829	50.4886	50.4886	4846.11
k141_8662	1758	5.00995	5.01057	29.9642
k141_12054	1389	5.21146	5.21146	4.97785
k141_5012	1526	7.18968	7.18968	37.4237
k141_5924	5833	83.5323	83.5323	4160.83
k141_3824	2686	37.6581	37.6581	369.679
k141_12055	1419	2.51615	2.51615	2.39821
k141_3597	5993	106.018	106.018	6263.27
k141_5190	45888	5.41189	5.41189	40.1171
k141_12056	1057	23.0871	23.0871	178.625
k141_5925	1529	4.13488	4.13488	15.7728
k141_2498	6003	152.01	152.01	19581.7
k141_5014	1541	231.227	231.227	72124.4
k141_5015	1149	3.32633	3.32633	6.03769
k141_2730	20826	91.5177	91.5177	4690.84
k141_5926	1945	3.99833	3.99833	9.25358
k141_2026	27098	62.7016	62.7016	5739.88
k141_14529	8869	38.5028	38.5028	785.197
k141_6747	39519	56.0104	56.0104	5474.75
k141_8669	3739	212.134	212.134	46404.2
k141_6748	1037	6.42165	6.42165	19.1065
k141_13632	11638	110.48	110.48	4847.29
k141_12437	50751	167.443	167.443	33916.5
k141_14531	2016	4.7642	4.7642	11.0103
k141_12728	29614	85.3338	85.3338	8190.78
k141_2499	6512	78.4076	78.4076	5722.85
k141_12057	7059	117.299	117.299	7952.26
k141_8674	2079	43.1591	43.1591	732.09
k141_12439	1777	8.58328	8.58328	71.1742
k141_13633	3695	2581.51	2581.51	2.89447e+07
k141_4504	74827	37.8169	37.8169	1239.99
k141_11609	18254	79.037	79.037	6649.12
k141_4505	2226	43.2327	43.2327	188.001
k141_7518	14172	44.3267	44.3267	1972.47
k141_4506	1536	8.79726	8.79798	25.7512
k141_7519	2295	1631.64	1631.64	1.05628e+07
k141_4011	48966	44.7662	44.7662	5124.33
k141_4012	1132	4.07943	4.07943	11.17
k141_7521	1055	2.66077	2.66077	1.15582
k141_11611	4165	46.3651	46.3651	1014.51
k141_4013	1463	7.31759	7.31759	36.7961
k141_9988	99051	58.2272	58.2272	5324
k141_12440	9493	53.4793	53.4793	1683.41
k141_2948	38942	41.9769	41.9769	2575.14
k141_4015	1112	311.985	311.985	437722
k141_7522	2669	38.7654	38.7654	171.225
k141_14275	57907	102.342	102.342	14680.7
k141_8882	39901	49.4621	49.4621	4694.92
k141_12443	1276	3.66963	3.66963	11.3361
k141_14276	1242	46.6493	46.6493	2555.24
k141_8883	1351	55.0408	55.0408	1478.13
k141_2731	18132	283.209	283.209	53786.7
k141_14279	1071	2.45168	2.45168	2.07402
k141_5671	98971	92.2936	92.2936	35826.9
k141_4288	30848	34.4512	34.4512	801.232
k141_3828	22221	44.4523	44.4523	817.985
k141_2734	2645	87.8581	87.8581	3036.65
k141_3829	1039	1.59843	1.59843	2.82842
k141_3173	73342	48.5362	48.5362	3144.15
k141_7936	188730	61.1143	61.1143	6388.38
k141_13634	16938	43.6973	43.6973	1600.39
k141_14280	5199	82.0158	82.0158	3144.98
k141_7063	93942	54.804	54.804	3991.75
k141_13635	1155	3.26567	3.26567	1.52596
k141_4508	13120	67.3717	67.3717	2699.78
k141_2501	21560	71.9354	71.9354	13382.6
k141_2502	1552	40.2775	40.2775	370.381
k141_9990	16229	969.477	969.477	2.09823e+07
k141_2503	1053	5.62126	5.62126	35.1602
k141_12729	24992	41.0777	41.0777	1024.45
k141_7528	11423	249.007	249.007	31591.6
k141_7530	1088	5.59488	5.59488	17.5646
k141_7938	9035	172.252	172.252	31277
k141_4016	17877	244.621	244.621	102914
k141_8884	14524	335.986	335.986	126623
k141_14282	9258	421.024	421.024	224808
k141_4017	1442	4.68344	4.68344	7.07324
k141_2504	4453	32.1927	32.1927	461.801
k141_4510	8502	54.0062	54.0062	2900.51
k141_4289	15021	53.8063	53.8063	2063.37
k141_2950	19720	73.9312	73.9312	14035
k141_2738	12344	209.017	209.017	39677
k141_12938	208514	55.4651	55.4651	3996.8
k141_2951	1143	2.3001	2.3001	3.34734
k141_5193	36036	115.713	115.713	18509.7
k141_12731	6940	49.3144	49.3144	1414.49
k141_3832	14377	44.8059	44.8059	2019.68
k141_12939	1762	2.37965	2.38027	3.76408
k141_2507	3111	52569.8	52569.8	2.07154e+09
k141_2741	1657	28.8494	28.8494	179.687
k141_2742	1016	4.43072	4.43187	13.6467
k141_2953	2523	3.45596	3.45596	8.98829
k141_11612	26164	255.734	255.734	188487
k141_11614	1004	2.77518	2.77518	7.69619
k141_4300	1636	15.5283	15.5283	47.4521
k141_2956	1399	11.0336	11.0336	188.268
k141_4020	9314	29.2704	29.2704	153.168
k141_2743	3728	75.1632	75.1632	1182.97
k141_11618	1154	2.94821	2.94821	3.48884
k141_4021	1131	4.6473	4.6473	20.1121
k141_3839	3844	51.1538	51.1538	1591.26
k141_3174	21202	53.0281	53.0281	4986.16
k141_12737	5811	55.8423	55.8423	2381.74
